中央组播ipv6,#genre#
「云南」麻栗坡电视台,http://tvdrs.wsrtv.com.cn:8100/channellive/mlptv.flv?zyund
「云南」麻栗坡电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8?zyund
「云南」马关电视台,http://live.ynurl.com/video/s10046-001/index.m3u8?zyund
「云南」芒市综合,http://live.ynurl.com/video/s10001-mstv1/index.m3u8?zyund
「云南」屏边综合,http://live.ynurl.com/video/s10040-pbzh/index.m3u8?zyund
「云南」普洱公共频道,http://file.pebtv.cn:8101/cms/videos/nmip-media/channellive/channel27/playlist.m3u8?zyund
「云南」普洱科教频道,http://file.pebtv.cn:8101/cms/videos/nmip-media/channellive/channel28/playlist.m3u8?zyund
「云南」普洱新闻综合,http://file.pebtv.cn:8101/cms/videos/nmip-media/channellive/channel12/playlist.m3u8?zyund
「云南」瑞丽综合,http://live.ynurl.com/video/s10021-rltv/index.m3u8?zyund
「云南」施甸综合,http://live.ynurl.com/video/s10048-SDTV/index.m3u8?zyund
「云南」石屏综合,http://live.ynurl.com/video/s10059-SPTV/index.m3u8?zyund
「云南」腾冲综合,http://live.ynurl.com/video/s10012-TCTV/index.m3u8?zyund
「云南」文山综合台,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv
「云南」文山州公共,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel8/playlist.m3u8?zyund
「云南」文山州新闻综合,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv?zyund
「云南」文山州新闻综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8?zyund
「云南」西双版纳公共,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel3/playlist.m3u8?zyund
「云南」西双版纳综合,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel1/playlist.m3u8?zyund
「云南」新平综合,http://livebroadcast.ccwb.cn/live/w1615257519790969.m3u8?zyund
「云南」盈江综合,http://live.ynurl.com/video/s10016-YJTV-2/index.m3u8?zyund
「云南」元阳综合,http://tv.drs.hhtv.cc:8100/channellive/yydst.flv?zyund
四川组播,#genre#
「四川」北川电视一套,http://live.sctvcloud.com/live/bcgqlive.m3u8?zsicd
「四川」滨海新闻,http://traffic.jbh.tjbh.com/live/bhtv1/playlist.m3u8?ztianjd
「四川」滨海影院,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8?ztianjd
「四川」滨海综艺,http://traffic.jbh.tjbh.com/live/bhtv2/playlist.m3u8?ztianjd
「四川」成都高新电视,http://live.cdht-tv.com:8190/live/cdht.m3u8?zsicd
「四川」德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8?zsicd
「四川」甘洛综合,http://live.sctvcloud.com/live/ganluo.m3u8?zsicd
「四川」甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv?zsicd
「四川」甘孜综合,http://m3u8.channel.ganzitv.com/vms/videos/nmip-media/channellive/channel1/playlist.m3u8?zsicd
「四川」广元公共,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel2/playlist.m3u8?zsicd
「四川」广元综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel1/playlist.m3u8?zsicd
「四川」广元综合,http://tv.dzsm.com:8100/chan/ch1.flv?zsicd
「四川」汉源综合,http://live.hyxrmt.com:85/live/xwpd.m3u8?zsicd
「四川」金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd
「四川」开江新闻综合,http://lmt.kjzx.net:98/live1/live1.m3u8?zsicd
「四川」康定新闻综合,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8?zsicd
「四川」乐山公共,http://channellive.leshantv.net/live/ch2.flv?zsicd
「四川」乐山新闻综合,http://channellive.leshantv.net/live/ch1.flv?zsicd
「四川」乐至综合,http://rmlive.lzxrmtzx.com/live1/live1.m3u8?zsicd
「四川」乐至综合,http://175.155.106.72:89/live1/live1.m3u8?zsicd
「四川」利州综合,http://tv.drs.lzgbdst.com:8100/channellive/lztv2.flv?zsicd
「四川」利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8?zsicd
「四川」隆昌新闻综合,http://live.sctvcloud.com/live/longchang.m3u8?zsicd
「四川」泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8?zsicd
「四川」马边电视台,http://tvfile.mb.lsrm.org.cn/nmip-media/channellive/channel104860/playlist.m3u8?zsicd
「四川」马尔康综合,http://live.zmmek.com:90/live/zhxw.m3u8?zsicd
「四川」眉山公共,http://live2.scmstv.cn/ggpd/sd/live.m3u8?zsicd
「四川」眉山综合,http://live1.scmstv.cn/gqpd/sd/live.m3u8?zsicd
「四川」绵阳科技,http://live.sctvcloud.com/live/mytvgg.m3u8?zsicd
「四川」绵阳综合,http://live.sctvcloud.com/live/mytvzh.m3u8?zsicd
「四川」沐川综合,http://tvfile.mcrm.org.cn/nmip-media/channellive/channel103064/playlist.m3u8?zsicd
「四川」内江公共,http://njzb.scnj.tv:90/live/gggy_gggy800.m3u8?zsicd
「四川」内江科教,http://njzb.scnj.tv:90/live/kjpd_kjpd800.m3u8?zsicd
「四川」内江综合,http://njzb.scnj.tv:90/live/xwzh_xwzh800.m3u8?zsicd
「四川」宁南新闻综合,http://live.sctvcloud.com/live/ningnantv1.m3u8?zsicd
「四川」攀枝花公共,http://zb.pzhgd.com:9095/live/ggpd.m3u8?zsicd
「四川」攀枝花新闻综合,http://zb.pzhgd.com:9095/live/xwzh.m3u8?zsicd
「四川」蓬安新闻综合,http://palive.patv123.com:8091/live/xwpd_800K.m3u8?zsicd
「四川」前锋电视台,http://live.sctvcloud.com/live/qianfeng.m3u8?zsicd
「四川」青神综合,http://lmt.scqstv.com/live1/live1.m3u8?zsicd
「四川」仁寿综合,http://play.scrstv.com/TV/xwzh.m3u8?zsicd
「四川」沙湾综合,http://tvfile.sw.lsrm.org.cn/nmip-media/channellive/channel100064/playlist.m3u8?zsicd
「四川」什邡新闻频道,http://live.sfrmt.com:85/live/zhpd.m3u8?zsicd
「四川」松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8?zsicd
「四川」通江新闻综合,http://live.sctvcloud.com/live/bztongjiang.m3u8?zsicd
「四川」万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8?zsicd
「四川」威远新闻综合,http://dxplay.scwy.cn/live/weiyuanzonghepingdao/index.m3u8?zsicd
「四川」汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8?zsicd
「四川」西青新闻综合,http://221.238.209.44:81/hls/live1.m3u8?ztianjd
「四川」小金综合,http://xjlive.xjsc.gov.cn:8091/live/xwpd.m3u8?zsicd
「四川」叙州新闻综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8?zsicd
「四川」营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8?zsicd
「四川」筠连综合,http://118.122.78.172:89/live1/live1.m3u8?zsicd
「四川」长宁综合,http://cnpull.sccnfb.com/live/123456.m3u8?zsicd
「四川」昭觉综合,http://live.sctvcloud.com/live/zhaojue.m3u8?zsicd
山东山西组播,#genre#
「山东」菏泽经济生活,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8?shandd
「山东」菏泽新闻综合,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8?shandd
「山东」菏泽影,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8?shandd
「山东」青岛城阳,http://pili-live-rtmp.56.i2863.com/i2863-56/live_56_307317.m3u8?shandd
「山东」日照公共,http://live.rzw.com.cn/kzpd/sd/live.m3u8?shandd
「山东」日照科教,http://live.rzw.com.cn/ggpd/sd/live.m3u8?shandd
「山东」日照新闻综合,http://live.rzw.com.cn/xwzh/sd/live.m3u8?shandd
「山东」烟台公共,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8?shandd
「山东」烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8?shandd
「山东」烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8?shandd
「山西」大宁综合,http://live.daningtv.com/channel1/sd/live.m3u8?zshanxd
「山西」定襄综合,http://lbyzztfe.live.sxmty.com/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8?zshanxd
「山西」汾西综合,https://qmmqvzoz.live.sxmty.com/live/hls/f24f8a390c084386a564074c9260100c/be3fdf07606145739ab2c4b80fe0136a.m3u8?zshanxd
「山西」怀仁综合,http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8?zshanxd
「山西」吉县新闻综合,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8?zshanxd
「山西」晋中新闻,http://jzlive.jztvnews.com:83/live/mount_for_ts/jzzh.m3u8?zshanxd
「山西」晋中新闻,http://jzlive.jztvnews.com:90/live/jzzh.m3u8?zshanxd
「山西」黎城综合,http://111.53.96.67:8081/live/1/index.m3u8?zshanxd
「山西」灵石新闻综合,https://live-stream.lsxrmtzx.com/live/video.m3u8?zshanxd
「山西」潞城新闻综合,http://59.48.42.6:62204/lucheng.m3u8?zshanxd
「山西」昔阳电视台,https://muspz2pi.live.sxmty.com/live/hls/33a3ffb76e06432cb2e535e58aa8441d/6644d056086b4f608c87db5be6d7f05e.m3u8?zshanxd
「山西」襄汾综合,http://7sycrzf7.live.sxmty.com/live/hls/da9222d15ce7491d85fe3519e5201df5/af161dfd2a434b22b3b75fdd72fb9038-1.m3u8?zshanxd
「山西」襄垣电视,http://video.xyxrmt.com/lsdream/2MAgsgb/1000/live.m3u8?zshanxd
「山西」运城公共频道,http://live.0359tv.com/lsdream/t667aTY/1000/live.m3u8?zshanxd
「山西」运城科技教育,http://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8?zshanxd
「山西」运城新闻综合,http://live.0359tv.com/lsdream/ss4Lj11/1000/live.m3u8?zshanxd
「山西」长子综合,http://zzlive.zzc-media.com:8092/live/xwzh.m3u8?zshanxd
内蒙古ipv6,#genre#

内蒙古卫视hd,http://1.183.178.135:8097/udp/239.29.0.2:5000
内蒙经济,http://1.183.178.135:8097/udp/239.29.0.212:5000
内蒙新闻,http://1.183.178.135:8097/udp/239.29.0.208:5000
内蒙文体娱乐,http://1.183.178.135:8097/udp/239.29.0.211:5000
内蒙农牧,http://1.183.178.135:8097/udp/239.29.0.209:5000
内蒙少儿,http://1.183.178.135:8097/udp/239.29.0.207:5000
内蒙蒙语,http://1.183.178.135:8097/udp/239.29.0.210:5000
呼市都市,http://1.183.178.135:8097/udp/239.29.0.36:5000
呼市新闻,http://1.183.178.135:8097/udp/239.29.0.35:5000
呼市影视,http://1.183.178.135:8097/udp/239.29.0.37:5000
包头经济,http://1.183.178.135:8097/udp/239.29.0.204:5000
包头生活,http://1.183.178.135:8097/udp/239.29.0.112:5000
包头新闻,http://1.183.178.135:8097/udp/239.29.0.111:5000
乌海新闻,http://1.183.178.135:8097/udp/239.29.0.11:5000
乌海都市,http://1.183.178.135:8097/udp/239.29.0.12:5000
乌盟经济,http://1.183.178.135:8097/udp/239.29.0.23:5000
乌盟新闻,http://1.183.178.135:8097/udp/239.29.0.22:5000
乌盟生活,http://1.183.178.135:8097/udp/239.29.0.24:5000
赤峰新闻,http://1.183.178.135:8097/udp/239.29.0.13:5000
赤峰经济,http://1.183.178.135:8097/udp/239.29.0.14:5000
赤峰影视,http://1.183.178.135:8097/udp/239.29.0.15:5000
兴安新闻,http://1.183.178.135:8097/udp/239.29.0.16:5000
兴安文化,http://1.183.178.135:8097/udp/239.29.0.17:5000
兴安影视,http://1.183.178.135:8097/udp/239.29.0.18:5000
通辽城市,http://1.183.178.135:8097/udp/239.29.0.42:5000
通辽新闻,http://1.183.178.135:8097/udp/239.29.0.41:5000
通辽蒙语,http://1.183.178.135:8097/udp/239.29.0.40:5000
阿拉善新闻,http://1.183.178.135:8097/udp/239.29.0.28:5000
阿拉善经济,http://1.183.178.135:8097/udp/239.29.0.29:5000
呼伦贝尔新闻,http://1.183.178.135:8097/udp/239.29.0.19:5000
呼伦贝尔文游,http://1.183.178.135:8097/udp/239.29.0.20:5000
呼伦贝尔资讯,http://1.183.178.135:8097/udp/239.29.0.21:5000
巴彦淖尔新闻,http://1.183.178.135:8097/udp/239.29.0.25:5000
巴彦淖尔经济,http://1.183.178.135:8097/udp/239.29.0.26:5000
巴彦淖尔影视,http://1.183.178.135:8097/udp/239.29.0.27:5000
鄂尔多斯新闻,http://1.183.178.135:8097/udp/239.29.0.30:5000
鄂尔多斯生活,http://1.183.178.135:8097/udp/239.29.0.32:5000
鄂尔多斯经济,http://1.183.178.135:8097/udp/239.29.0.31:5000
鄂尔多斯蒙语,http://1.183.178.135:8097/udp/239.29.0.33:5000
锡林郭勒1,http://1.183.178.135:8097/udp/239.29.0.38:5000
锡林郭勒2,http://1.183.178.135:8097/udp/239.29.0.39:5000
苏尼特左旗,http://1.183.178.135:8097/udp/239.29.0.190:5000
苏尼特右旗,http://1.183.178.135:8097/udp/239.29.0.191:5000
乌拉特前旗,http://1.183.178.135:8097/udp/239.29.0.150:5000
乌拉特中旗,http://1.183.178.135:8097/udp/239.29.0.152:5000
乌拉特后旗,http://1.183.178.135:8097/udp/239.29.0.151:5000
突泉,http://1.183.178.135:8097/udp/239.29.0.174:5000
磴口,http://1.183.178.135:8097/udp/239.29.0.156:5000
多伦,http://1.183.178.135:8097/udp/239.29.0.155:5000
杭后,http://1.183.178.135:8097/udp/239.29.0.149:5000
达茂,http://1.183.178.135:8097/udp/239.29.1.101:5000
库伦,http://1.183.178.135:8097/udp/239.29.1.100:5000
丰镇,http://1.183.178.135:8097/udp/239.29.1.103:5000
五原,http://1.183.178.135:8097/udp/239.29.0.148:5000
武川,http://1.183.178.135:8097/udp/239.29.0.182:5000
扎兰屯,http://1.183.178.135:8097/udp/239.29.1.109:5000
阿尔山,http://1.183.178.135:8097/udp/239.29.1.112:5000
阿巴嘎,http://1.183.178.135:8097/udp/239.29.0.184:5000
翁牛特,http://1.183.178.135:8097/udp/239.29.0.186:5000
托克托,http://1.183.178.135:8097/udp/239.29.0.146:5000
满洲里,http://1.183.178.135:8097/udp/239.29.0.34:5000
额济纳,http://1.183.178.135:8097/udp/239.29.0.177:5000
西乌旗,http://1.183.178.135:8097/udp/239.29.0.181:5000
阿右旗,http://1.183.178.135:8097/udp/239.29.0.175:5000
正蓝旗,http://1.183.178.135:8097/udp/239.29.0.147:5000
东乌旗,http://1.183.178.135:8097/udp/239.29.0.180:5000
土左旗,http://1.183.178.135:8097/udp/239.29.0.188:5000
太仆寺旗,http://1.183.178.135:8097/udp/239.29.0.154:5000
准格尔旗,http://1.183.178.135:8097/udp/239.29.0.192:5000
科右中旗,http://1.183.178.135:8097/udp/239.29.0.178:5000
正镶白旗,http://1.183.178.135:8097/udp/239.29.0.153:5000
扎赉特旗,http://1.183.178.135:8097/udp/239.29.0.185:5000
察右中旗,http://1.183.178.135:8097/udp/239.29.1.106:5000
喀喇沁县,http://1.183.178.135:8097/udp/239.29.1.150:5000
额尔古纳,http://1.183.178.135:8097/udp/239.29.1.132:5000
和林格尔,http://1.183.178.135:8097/udp/239.29.0.183:5000
伊金霍洛旗,http://1.183.178.135:8097/udp/239.29.1.105:5000
克什克腾旗,http://1.183.178.135:8097/udp/239.29.1.110:5000
4K,http://1.183.178.135:8097/udp/239.29.1.129:5000
4K,http://1.183.178.135:8097/udp/239.29.1.131:5000
XHTV,http://1.183.178.135:8097/udp/239.29.0.187:5000
ELTV,http://1.183.178.135:8097/udp/239.29.1.113:5000
新闻,http://1.183.178.135:8097/udp/239.29.1.147:5000
